char_code,dt,nominal,name,value,num_code
USD,2020-09-26,1,Доллар США,76.8195,840
UZS,2020-09-26,10000,Узбекских сумов,74.8145,860
XDR,2020-09-26,1,СДР (специальные права заимствования),107.864,960
ZAR,2020-09-26,10,Южноафриканских рэндов,45.5707,710
AMD,2020-09-27,100,Армянских драмов,15.7967,051
AUD,2020-09-27,1,Австралийский доллар,54.3191,036
AZN,2020-09-27,1,Азербайджанский манат,45.2145,944
BGN,2020-09-27,1,Болгарский лев,45.7722,975
BRL,2020-09-27,1,Бразильский реал,13.9421,986
BYN,2020-09-27,1,Белорусский рубль,29.5596,933
CAD,2020-09-27,1,Канадский доллар,57.4953,124
CHF,2020-09-27,1,Швейцарский франк,82.9316,756
CNY,2020-09-27,1,Китайский юань,11.265,156
CZK,2020-09-27,10,Чешских крон,33.1397,203
DKK,2020-09-27,1,Датская крона,12.0269,208
EUR,2020-09-27,1,Евро,89.6637,978
GBP,2020-09-27,1,Фунт стерлингов Соединенного королевства,98.0908,826
HKD,2020-09-27,10,Гонконгских долларов,99.1181,344
HUF,2020-09-27,100,Венгерских форинтов,24.6778,348
INR,2020-09-27,10,Индийских рупий,10.4352,356
JPY,2020-09-27,100,Японских иен,72.863,392
KGS,2020-09-27,100,Киргизских сомов,96.7779,417
KRW,2020-09-27,1000,Вон Республики Корея,65.5356,410
KZT,2020-09-27,100,Казахстанских тенге,17.9973,398
MDL,2020-09-27,10,Молдавских леев,45.5362,498
NOK,2020-09-27,10,Норвежских крон,80.5354,578
PLN,2020-09-27,1,Польский злотый,19.6741,985
RON,2020-09-27,1,Румынский лей,18.3489,946
SEK,2020-09-27,10,Шведских крон,84.3225,752
SGD,2020-09-27,1,Сингапурский доллар,55.8809,702
TJS,2020-09-27,10,Таджикских сомони,74.4015,972
TMT,2020-09-27,1,Новый туркменский манат,21.9798,934
TRY,2020-09-27,1,Турецкая лира,10.1696,949
UAH,2020-09-27,10,Украинских гривен,27.1833,980
USD,2020-09-27,1,Доллар США,76.8195,840
UZS,2020-09-27,10000,Узбекских сумов,74.8145,860
XDR,2020-09-27,1,СДР (специальные права заимствования),107.864,960
ZAR,2020-09-27,10,Южноафриканских рэндов,45.5707,710
AMD,2020-09-28,100,Армянских драмов,15.7967,051
AUD,2020-09-28,1,Австралийский доллар,54.3191,036
AZN,2020-09-28,1,Азербайджанский манат,45.2145,944
BGN,2020-09-28,1,Болгарский лев,45.7722,975
BRL,2020-09-28,1,Бразильский реал,13.9421,986
BYN,2020-09-28,1,Белорусский рубль,29.5596,933
CAD,2020-09-28,1,Канадский доллар,57.4953,124
CHF,2020-09-28,1,Швейцарский франк,82.9316,756
CNY,2020-09-28,1,Китайский юань,11.265,156
CZK,2020-09-28,10,Чешских крон,33.1397,203
DKK,2020-09-28,1,Датская крона,12.0269,208
EUR,2020-09-28,1,Евро,89.6637,978
GBP,2020-09-28,1,Фунт стерлингов Соединенного королевства,98.0908,826
HKD,2020-09-28,10,Гонконгских долларов,99.1181,344
HUF,2020-09-28,100,Венгерских форинтов,24.6778,348
INR,2020-09-28,10,Индийских рупий,10.4352,356
JPY,2020-09-28,100,Японских иен,72.863,392
KGS,2020-09-28,100,Киргизских сомов,96.7779,417
KRW,2020-09-28,1000,Вон Республики Корея,65.5356,410
KZT,2020-09-28,100,Казахстанских тенге,17.9973,398
MDL,2020-09-28,10,Молдавских леев,45.5362,498
NOK,2020-09-28,10,Норвежских крон,80.5354,578
PLN,2020-09-28,1,Польский злотый,19.6741,985
RON,2020-09-28,1,Румынский лей,18.3489,946
SEK,2020-09-28,10,Шведских крон,84.3225,752
SGD,2020-09-28,1,Сингапурский доллар,55.8809,702
TJS,2020-09-28,10,Таджикских сомони,74.4015,972
TMT,2020-09-28,1,Новый туркменский манат,21.9798,934
TRY,2020-09-28,1,Турецкая лира,10.1696,949
UAH,2020-09-28,10,Украинских гривен,27.1833,980
USD,2020-09-28,1,Доллар США,76.8195,840
UZS,2020-09-28,10000,Узбекских сумов,74.8145,860
XDR,2020-09-28,1,СДР (специальные права заимствования),107.864,960
ZAR,2020-09-28,10,Южноафриканских рэндов,45.5707,710
AMD,2020-09-29,100,Армянских драмов,16.2119,051
AUD,2020-09-29,1,Австралийский доллар,55.4161,036
AZN,2020-09-29,1,Азербайджанский манат,46.3045,944
BGN,2020-09-29,1,Болгарский лев,46.8087,975
BRL,2020-09-29,1,Бразильский реал,14.1429,986
BYN,2020-09-29,1,Белорусский рубль,29.9165,933
CAD,2020-09-29,1,Канадский доллар,58.7275,124
CHF,2020-09-29,1,Швейцарский франк,84.8025,756
CNY,2020-09-29,1,Китайский юань,11.5345,156
CZK,2020-09-29,10,Чешских крон,33.6749,203
DKK,2020-09-29,1,Датская крона,12.2966,208
EUR,2020-09-29,1,Евро,91.479,978
GBP,2020-09-29,1,Фунт стерлингов Соединенного королевства,100.77,826
HKD,2020-09-29,1,Гонконгский доллар,10.1511,344
HUF,2020-09-29,100,Венгерских форинтов,25.1764,348
INR,2020-09-29,10,Индийских рупий,10.6632,356
JPY,2020-09-29,100,Японских иен,74.6301,392
KGS,2020-09-29,100,Киргизских сомов,98.924,417
KRW,2020-09-29,1000,Вон Республики Корея,67.0285,410
KZT,2020-09-29,100,Казахстанских тенге,18.2769,398
MDL,2020-09-29,10,Молдавских леев,46.4823,498
NOK,2020-09-29,10,Норвежских крон,82.2749,578
PLN,2020-09-29,1,Польский злотый,20.1226,985
RON,2020-09-29,1,Румынский лей,18.7701,946
SEK,2020-09-29,10,Шведских крон,86.3969,752
SGD,2020-09-29,1,Сингапурский доллар,57.1573,702
TJS,2020-09-29,10,Таджикских сомони,76.195,972
TMT,2020-09-29,1,Новый туркменский манат,22.5097,934
TRY,2020-09-29,1,Турецкая лира,10.1134,949
UAH,2020-09-29,10,Украинских гривен,27.7966,980
USD,2020-09-29,1,Доллар США,78.6713,840
UZS,2020-09-29,10000,Узбекских сумов,76.6179,860
XDR,2020-09-29,1,СДР (специальные права заимствования),110.412,960
ZAR,2020-09-29,10,Южноафриканских рэндов,45.8385,710
AMD,2020-09-30,100,Армянских драмов,16.4075,051
AUD,2020-09-30,1,Австралийский доллар,56.5282,036
AZN,2020-09-30,1,Азербайджанский манат,46.9008,944
BGN,2020-09-30,1,Болгарский лев,47.5785,975
BRL,2020-09-30,1,Бразильский реал,14.0748,986
BYN,2020-09-30,1,Белорусский рубль,30.1675,933
CAD,2020-09-30,1,Канадский доллар,59.5772,124
CHF,2020-09-30,1,Швейцарский франк,86.276,756
CNY,2020-09-30,1,Китайский юань,11.6798,156
CZK,2020-09-30,10,Чешских крон,34.1979,203
DKK,2020-09-30,1,Датская крона,12.5009,208
EUR,2020-09-30,1,Евро,93.0237,978
GBP,2020-09-30,1,Фунт стерлингов Соединенного королевства,102.61,826
HKD,2020-09-30,1,Гонконгский доллар,10.2819,344
HUF,2020-09-30,100,Венгерских форинтов,25.4384,348
INR,2020-09-30,10,Индийских рупий,10.792,356
JPY,2020-09-30,100,Японских иен,75.4267,392
KGS,2020-09-30,10,Киргизских сомов,10.0198,417
KRW,2020-09-30,1000,Вон Республики Корея,68.1717,410
KZT,2020-09-30,100,Казахстанских тенге,18.4609,398
MDL,2020-09-30,10,Молдавских леев,46.9699,498
NOK,2020-09-30,10,Норвежских крон,83.9783,578
PLN,2020-09-30,1,Польский злотый,20.3023,985
RON,2020-09-30,1,Румынский лей,19.098,946
SEK,2020-09-30,10,Шведских крон,88.1553,752
SGD,2020-09-30,1,Сингапурский доллар,58.1299,702
TJS,2020-09-30,10,Таджикских сомони,77.1763,972
TMT,2020-09-30,1,Новый туркменский манат,22.7996,934
TRY,2020-09-30,1,Турецкая лира,10.1597,949
UAH,2020-09-30,10,Украинских гривен,28.1632,980
USD,2020-09-30,1,Доллар США,79.6845,840
UZS,2020-09-30,10000,Узбекских сумов,77.6047,860
XDR,2020-09-30,1,СДР (специальные права заимствования),112.083,960
ZAR,2020-09-30,10,Южноафриканских рэндов,46.4064,710
AMD,2020-10-01,100,Армянских драмов,16.1809,051
AUD,2020-10-01,1,Австралийский доллар,56.1262,036
AZN,2020-10-01,1,Азербайджанский манат,46.3712,944
BGN,2020-10-01,1,Болгарский лев,47.2274,975
BRL,2020-10-01,1,Бразильский реал,13.9883,986
BYN,2020-10-01,1,Белорусский рубль,30.0739,933
CAD,2020-10-01,1,Канадский доллар,58.7946,124
CHF,2020-10-01,1,Швейцарский франк,85.4776,756
CNY,2020-10-01,1,Китайский юань,11.5671,156
CZK,2020-10-01,10,Чешских крон,34.022,203
DKK,2020-10-01,1,Датская крона,12.4057,208
EUR,2020-10-01,1,Евро,92.4302,978
GBP,2020-10-01,1,Фунт стерлингов Соединенного королевства,101.073,826
HKD,2020-10-01,1,Гонконгский доллар,10.1656,344
HUF,2020-10-01,100,Венгерских форинтов,25.329,348
INR,2020-10-01,10,Индийских рупий,10.6791,356
JPY,2020-10-01,100,Японских иен,74.5749,392
KGS,2020-10-01,100,Киргизских сомов,98.9419,417
KRW,2020-10-01,1000,Вон Республики Корея,67.3506,410
KZT,2020-10-01,100,Казахстанских тенге,18.1995,398
MDL,2020-10-01,10,Молдавских леев,46.4396,498
NOK,2020-10-01,10,Норвежских крон,83.3454,578
PLN,2020-10-01,1,Польский злотый,20.391,985
RON,2020-10-01,1,Румынский лей,18.9623,946
SEK,2020-10-01,10,Шведских крон,87.6135,752
SGD,2020-10-01,1,Сингапурский доллар,57.5365,702
TJS,2020-10-01,10,Таджикских сомони,76.3418,972
TMT,2020-10-01,1,Новый туркменский манат,22.5421,934
TRY,2020-10-01,1,Турецкая лира,10.1077,949
UAH,2020-10-01,10,Украинских гривен,27.8337,980
USD,2020-10-01,1,Доллар США,78.7847,840
UZS,2020-10-01,10000,Узбекских сумов,76.7284,860
XDR,2020-10-01,1,СДР (специальные права заимствования),110.872,960
ZAR,2020-10-01,10,Южноафриканских рэндов,46.5345,710
AMD,2020-10-02,100,Армянских драмов,15.8355,051
AUD,2020-10-02,1,Австралийский доллар,55.5393,036
AZN,2020-10-02,1,Азербайджанский манат,45.484,944
BGN,2020-10-02,1,Болгарский лев,46.3655,975
BRL,2020-10-02,1,Бразильский реал,13.7727,986
BYN,2020-10-02,1,Белорусский рубль,29.7198,933
CAD,2020-10-02,1,Канадский доллар,58.1208,124
CHF,2020-10-02,1,Швейцарский франк,84.0154,756
CNY,2020-10-02,1,Китайский юань,11.3797,156
CZK,2020-10-02,10,Чешских крон,33.6398,203
DKK,2020-10-02,1,Датская крона,12.1843,208
EUR,2020-10-02,1,Евро,90.7237,978
GBP,2020-10-02,1,Фунт стерлингов Соединенного королевства,99.4792,826
HKD,2020-10-02,10,Гонконгских долларов,99.7089,344
HUF,2020-10-02,100,Венгерских форинтов,25.0697,348
INR,2020-10-02,10,Индийских рупий,10.5691,356
JPY,2020-10-02,100,Японских иен,73.2244,392
KGS,2020-10-02,100,Киргизских сомов,97.049,417
KRW,2020-10-02,1000,Вон Республики Корея,66.4901,410
KZT,2020-10-02,100,Казахстанских тенге,17.9803,398
MDL,2020-10-02,10,Молдавских леев,45.6048,498
NOK,2020-10-02,10,Норвежских крон,83.3836,578
PLN,2020-10-02,1,Польский злотый,20.0841,985
RON,2020-10-02,1,Румынский лей,18.6085,946
SEK,2020-10-02,10,Шведских крон,86.4671,752
SGD,2020-10-02,1,Сингапурский доллар,56.7132,702
TJS,2020-10-02,10,Таджикских сомони,74.8449,972
TMT,2020-10-02,1,Новый туркменский манат,22.1108,934
TRY,2020-10-02,1,Турецкая лира,10.0192,949
UAH,2020-10-02,10,Украинских гривен,27.2677,980
USD,2020-10-02,1,Доллар США,77.2774,840
UZS,2020-10-02,10000,Узбекских сумов,74.8724,860
XDR,2020-10-02,1,СДР (специальные права заимствования),108.773,960
ZAR,2020-10-02,10,Южноафриканских рэндов,46.5743,710
AMD,2020-10-03,100,Армянских драмов,16.0024,051
AUD,2020-10-03,1,Австралийский доллар,55.8979,036
AZN,2020-10-03,1,Азербайджанский манат,45.9632,944
BGN,2020-10-03,1,Болгарский лев,46.8174,975
BRL,2020-10-03,1,Бразильский реал,13.8364,986
BYN,2020-10-03,1,Белорусский рубль,29.8002,933
CAD,2020-10-03,1,Канадский доллар,58.7242,124
CHF,2020-10-03,1,Швейцарский франк,84.8636,756
CNY,2020-10-03,1,Китайский юань,11.4996,156
CZK,2020-10-03,10,Чешских крон,34.0416,203
DKK,2020-10-03,1,Датская крона,12.3033,208
EUR,2020-10-03,1,Евро,91.5779,978
GBP,2020-10-03,1,Фунт стерлингов Соединенного королевства,101.011,826
HKD,2020-10-03,1,Гонконгский доллар,10.0759,344
HUF,2020-10-03,100,Венгерских форинтов,25.4876,348
INR,2020-10-03,10,Индийских рупий,10.6373,356
JPY,2020-10-03,100,Японских иен,74.2491,392
KGS,2020-10-03,100,Киргизских сомов,98.2094,417
KRW,2020-10-03,1000,Вон Республики Корея,67.0881,410
KZT,2020-10-03,100,Казахстанских тенге,18.0435,398
MDL,2020-10-03,10,Молдавских леев,46.208,498
NOK,2020-10-03,10,Норвежских крон,83.9152,578
PLN,2020-10-03,1,Польский злотый,20.3692,985
RON,2020-10-03,1,Румынский лей,18.7851,946
SEK,2020-10-03,10,Шведских крон,87.7196,752
SGD,2020-10-03,1,Сингапурский доллар,57.2602,702
TJS,2020-10-03,10,Таджикских сомони,75.6701,972
TMT,2020-10-03,1,Новый туркменский манат,22.3438,934
TRY,2020-10-03,1,Турецкая лира,10.0576,949
UAH,2020-10-03,10,Украинских гривен,27.5515,980
USD,2020-10-03,1,Доллар США,78.0915,840
UZS,2020-10-03,10000,Узбекских сумов,76.0533,860
XDR,2020-10-03,1,СДР (специальные права заимствования),110.15,960
ZAR,2020-10-03,10,Южноафриканских рэндов,46.8661,710
AMD,2020-10-04,100,Армянских драмов,16.0024,051
AUD,2020-10-04,1,Австралийский доллар,55.8979,036
AZN,2020-10-04,1,Азербайджанский манат,45.9632,944
BGN,2020-10-04,1,Болгарский лев,46.8174,975
BRL,2020-10-04,1,Бразильский реал,13.8364,986
BYN,2020-10-04,1,Белорусский рубль,29.8002,933
CAD,2020-10-04,1,Канадский доллар,58.7242,124
CHF,2020-10-04,1,Швейцарский франк,84.8636,756
CNY,2020-10-04,1,Китайский юань,11.4996,156
CZK,2020-10-04,10,Чешских крон,34.0416,203
DKK,2020-10-04,1,Датская крона,12.3033,208
EUR,2020-10-04,1,Евро,91.5779,978
GBP,2020-10-04,1,Фунт стерлингов Соединенного королевства,101.011,826
HKD,2020-10-04,1,Гонконгский доллар,10.0759,344
HUF,2020-10-04,100,Венгерских форинтов,25.4876,348
INR,2020-10-04,10,Индийских рупий,10.6373,356
JPY,2020-10-04,100,Японских иен,74.2491,392
KGS,2020-10-04,100,Киргизских сомов,98.2094,417
KRW,2020-10-04,1000,Вон Республики Корея,67.0881,410
KZT,2020-10-04,100,Казахстанских тенге,18.0435,398
MDL,2020-10-04,10,Молдавских леев,46.208,498
NOK,2020-10-04,10,Норвежских крон,83.9152,578
PLN,2020-10-04,1,Польский злотый,20.3692,985
RON,2020-10-04,1,Румынский лей,18.7851,946
SEK,2020-10-04,10,Шведских крон,87.7196,752
SGD,2020-10-04,1,Сингапурский доллар,57.2602,702
TJS,2020-10-04,10,Таджикских сомони,75.6701,972
TMT,2020-10-04,1,Новый туркменский манат,22.3438,934
TRY,2020-10-04,1,Турецкая лира,10.0576,949
UAH,2020-10-04,10,Украинских гривен,27.5515,980
USD,2020-10-04,1,Доллар США,78.0915,840
UZS,2020-10-04,10000,Узбекских сумов,76.0533,860
XDR,2020-10-04,1,СДР (специальные права заимствования),110.15,960
ZAR,2020-10-04,10,Южноафриканских рэндов,46.8661,710
AMD,2020-10-05,100,Армянских драмов,16.0024,051
AUD,2020-10-05,1,Австралийский доллар,55.8979,036
AZN,2020-10-05,1,Азербайджанский манат,45.9632,944
BGN,2020-10-05,1,Болгарский лев,46.8174,975
BRL,2020-10-05,1,Бразильский реал,13.8364,986
BYN,2020-10-05,1,Белорусский рубль,29.8002,933
CAD,2020-10-05,1,Канадский доллар,58.7242,124
CHF,2020-10-05,1,Швейцарский франк,84.8636,756
CNY,2020-10-05,1,Китайский юань,11.4996,156
CZK,2020-10-05,10,Чешских крон,34.0416,203
DKK,2020-10-05,1,Датская крона,12.3033,208
EUR,2020-10-05,1,Евро,91.5779,978
GBP,2020-10-05,1,Фунт стерлингов Соединенного королевства,101.011,826
HKD,2020-10-05,1,Гонконгский доллар,10.0759,344
HUF,2020-10-05,100,Венгерских форинтов,25.4876,348
INR,2020-10-05,10,Индийских рупий,10.6373,356
JPY,2020-10-05,100,Японских иен,74.2491,392
KGS,2020-10-05,100,Киргизских сомов,98.2094,417
KRW,2020-10-05,1000,Вон Республики Корея,67.0881,410
KZT,2020-10-05,100,Казахстанских тенге,18.0435,398
MDL,2020-10-05,10,Молдавских леев,46.208,498
NOK,2020-10-05,10,Норвежских крон,83.9152,578
PLN,2020-10-05,1,Польский злотый,20.3692,985
RON,2020-10-05,1,Румынский лей,18.7851,946
SEK,2020-10-05,10,Шведских крон,87.7196,752
SGD,2020-10-05,1,Сингапурский доллар,57.2602,702
TJS,2020-10-05,10,Таджикских сомони,75.6701,972
TMT,2020-10-05,1,Новый туркменский манат,22.3438,934
TRY,2020-10-05,1,Турецкая лира,10.0576,949
UAH,2020-10-05,10,Украинских гривен,27.5515,980
USD,2020-10-05,1,Доллар США,78.0915,840
UZS,2020-10-05,10000,Узбекских сумов,76.0533,860
XDR,2020-10-05,1,СДР (специальные права заимствования),110.15,960
ZAR,2020-10-05,10,Южноафриканских рэндов,46.8661,710
AMD,2020-10-06,100,Армянских драмов,15.9445,051
AUD,2020-10-06,1,Австралийский доллар,56.0725,036
AZN,2020-10-06,1,Азербайджанский манат,45.9848,944
BGN,2020-10-06,1,Болгарский лев,46.9041,975
BRL,2020-10-06,1,Бразильский реал,13.747,986
BYN,2020-10-06,1,Белорусский рубль,29.8119,933
CAD,2020-10-06,1,Канадский доллар,58.8669,124
CHF,2020-10-06,1,Швейцарский франк,85.1254,756
CNY,2020-10-06,1,Китайский юань,11.505,156
CZK,2020-10-06,10,Чешских крон,33.8261,203
DKK,2020-10-06,1,Датская крона,12.3293,208
EUR,2020-10-06,1,Евро,91.6599,978
GBP,2020-10-06,1,Фунт стерлингов Соединенного королевства,101.16,826
HKD,2020-10-06,1,Гонконгский доллар,10.0809,344
HUF,2020-10-06,100,Венгерских форинтов,25.6406,348
INR,2020-10-06,10,Индийских рупий,10.6614,356
JPY,2020-10-06,100,Японских иен,73.9394,392
KGS,2020-10-06,100,Киргизских сомов,98.2554,417
KRW,2020-10-06,1000,Вон Республики Корея,67.2999,410
KZT,2020-10-06,100,Казахстанских тенге,18.0875,398
MDL,2020-10-06,10,Молдавских леев,46.2981,498
NOK,2020-10-06,10,Норвежских крон,84.1734,578
PLN,2020-10-06,1,Польский злотый,20.4262,985
RON,2020-10-06,1,Румынский лей,18.8419,946
SEK,2020-10-06,10,Шведских крон,87.7371,752
SGD,2020-10-06,1,Сингапурский доллар,57.3586,702
TJS,2020-10-06,10,Таджикских сомони,75.7055,972
TMT,2020-10-06,1,Новый туркменский манат,22.3542,934
TRY,2020-10-06,1,Турецкая лира,10.1043,949
UAH,2020-10-06,10,Украинских гривен,27.5157,980
USD,2020-10-06,1,Доллар США,78.1281,840
UZS,2020-10-06,10000,Узбекских сумов,76.0889,860
XDR,2020-10-06,1,СДР (специальные права заимствования),110.167,960
ZAR,2020-10-06,10,Южноафриканских рэндов,47.5877,710
AMD,2020-10-07,100,Армянских драмов,16.0425,051
AUD,2020-10-07,1,Австралийский доллар,56.1674,036
AZN,2020-10-07,1,Азербайджанский манат,46.2107,944
BGN,2020-10-07,1,Болгарский лев,47.2479,975
BRL,2020-10-07,1,Бразильский реал,14.0831,986
BYN,2020-10-07,1,Белорусский рубль,29.9344,933
CAD,2020-10-07,1,Канадский доллар,59.1917,124
CHF,2020-10-07,1,Швейцарский франк,85.7866,756
CNY,2020-10-07,1,Китайский юань,11.5615,156
CZK,2020-10-07,10,Чешских крон,34.1445,203
DKK,2020-10-07,1,Датская крона,12.4198,208
EUR,2020-10-07,1,Евро,92.5184,978
GBP,2020-10-07,1,Фунт стерлингов Соединенного королевства,101.814,826
HKD,2020-10-07,1,Гонконгский доллар,10.1304,344
HUF,2020-10-07,100,Венгерских форинтов,25.6353,348
INR,2020-10-07,10,Индийских рупий,10.6876,356
JPY,2020-10-07,100,Японских иен,74.3695,392
KGS,2020-10-07,100,Киргизских сомов,98.5787,417
KRW,2020-10-07,1000,Вон Республики Корея,67.563,410
KZT,2020-10-07,100,Казахстанских тенге,18.2463,398
MDL,2020-10-07,10,Молдавских леев,46.5256,498
NOK,2020-10-07,10,Норвежских крон,85.0755,578
PLN,2020-10-07,1,Польский злотый,20.5593,985
RON,2020-10-07,1,Румынский лей,18.945,946
SEK,2020-10-07,10,Шведских крон,88.1077,752
SGD,2020-10-07,1,Сингапурский доллар,57.7166,702
TJS,2020-10-07,10,Таджикских сомони,76.0774,972
TMT,2020-10-07,1,Новый туркменский манат,22.4641,934
TRY,2020-10-07,1,Турецкая лира,10.1035,949
UAH,2020-10-07,10,Украинских гривен,27.6748,980
USD,2020-10-07,1,Доллар США,78.5119,840
UZS,2020-10-07,10000,Узбекских сумов,75.8496,860
XDR,2020-10-07,1,СДР (специальные права заимствования),110.852,960
ZAR,2020-10-07,10,Южноафриканских рэндов,47.0777,710
AMD,2020-10-08,100,Армянских драмов,15.96,051
AUD,2020-10-08,1,Австралийский доллар,55.7109,036
AZN,2020-10-08,1,Азербайджанский манат,45.9636,944
BGN,2020-10-08,1,Болгарский лев,46.9445,975
BRL,2020-10-08,1,Бразильский реал,13.9587,986
BYN,2020-10-08,1,Белорусский рубль,29.7982,933
CAD,2020-10-08,1,Канадский доллар,58.7203,124
CHF,2020-10-08,1,Швейцарский франк,85.1418,756
CNY,2020-10-08,1,Китайский юань,11.4997,156
CZK,2020-10-08,10,Чешских крон,34.0374,203
DKK,2020-10-08,1,Датская крона,12.3392,208
EUR,2020-10-08,1,Евро,91.8129,978
GBP,2020-10-08,1,Фунт стерлингов Соединенного королевства,100.872,826
HKD,2020-10-08,1,Гонконгский доллар,10.0763,344
HUF,2020-10-08,100,Венгерских форинтов,25.5257,348
INR,2020-10-08,10,Индийских рупий,10.6524,356
JPY,2020-10-08,100,Японских иен,73.7379,392
KGS,2020-10-08,100,Киргизских сомов,98.0516,417
KRW,2020-10-08,1000,Вон Республики Корея,67.442,410
KZT,2020-10-08,100,Казахстанских тенге,18.2058,398
MDL,2020-10-08,10,Молдавских леев,46.1401,498
NOK,2020-10-08,10,Норвежских крон,83.717,578
PLN,2020-10-08,1,Польский злотый,20.5004,985
RON,2020-10-08,1,Румынский лей,18.8383,946
SEK,2020-10-08,10,Шведских крон,87.3259,752
SGD,2020-10-08,1,Сингапурский доллар,57.4714,702
TJS,2020-10-08,10,Таджикских сомони,75.6706,972
TMT,2020-10-08,1,Новый туркменский манат,22.3439,934
TRY,2020-10-08,10,Турецких лир,99.6937,949
UAH,2020-10-08,10,Украинских гривен,27.5895,980
USD,2020-10-08,1,Доллар США,78.0921,840
UZS,2020-10-08,10000,Узбекских сумов,75.444,860
XDR,2020-10-08,1,СДР (специальные права заимствования),110.34,960
ZAR,2020-10-08,10,Южноафриканских рэндов,47.0826,710
AMD,2020-10-09,100,Армянских драмов,15.8914,051
AUD,2020-10-09,1,Австралийский доллар,55.7721,036
AZN,2020-10-09,1,Азербайджанский манат,45.8597,944
BGN,2020-10-09,1,Болгарский лев,46.8553,975
BRL,2020-10-09,1,Бразильский реал,13.8825,986
BYN,2020-10-09,1,Белорусский рубль,29.8425,933
CAD,2020-10-09,1,Канадский доллар,58.8176,124
CHF,2020-10-09,1,Швейцарский франк,84.9217,756
CNY,2020-10-09,1,Китайский юань,11.4737,156
CZK,2020-10-09,10,Чешских крон,33.7765,203
DKK,2020-10-09,1,Датская крона,12.3144,208
EUR,2020-10-09,1,Евро,91.699,978
GBP,2020-10-09,1,Фунт стерлингов Соединенного королевства,101.025,826
HKD,2020-10-09,1,Гонконгский доллар,10.0535,344
HUF,2020-10-09,100,Венгерских форинтов,25.6259,348
INR,2020-10-09,10,Индийских рупий,10.638,356
JPY,2020-10-09,100,Японских иен,73.5401,392
KGS,2020-10-09,100,Киргизских сомов,97.8301,417
KRW,2020-10-09,1000,Вон Республики Корея,67.6055,410
KZT,2020-10-09,100,Казахстанских тенге,18.1817,398
MDL,2020-10-09,10,Молдавских леев,46.0359,498
NOK,2020-10-09,10,Норвежских крон,83.9365,578
PLN,2020-10-09,1,Польский злотый,20.4396,985
RON,2020-10-09,1,Румынский лей,18.7957,946
SEK,2020-10-09,10,Шведских крон,87.7904,752
SGD,2020-10-09,1,Сингапурский доллар,57.3711,702
TJS,2020-10-09,10,Таджикских сомони,75.4631,972
TMT,2020-10-09,1,Новый туркменский манат,22.2935,934
TRY,2020-10-09,10,Турецких лир,98.1838,949
UAH,2020-10-09,10,Украинских гривен,27.5554,980
USD,2020-10-09,1,Доллар США,77.9157,840
UZS,2020-10-09,10000,Узбекских сумов,75.2736,860
XDR,2020-10-09,1,СДР (специальные права заимствования),109.954,960
ZAR,2020-10-09,10,Южноафриканских рэндов,46.7914,710
AMD,2020-10-10,100,Армянских драмов,15.7073,051
AUD,2020-10-10,1,Австралийский доллар,55.3603,036
AZN,2020-10-10,1,Азербайджанский манат,45.3375,944
BGN,2020-10-10,1,Болгарский лев,46.4418,975
BRL,2020-10-10,1,Бразильский реал,13.7551,986
BYN,2020-10-10,1,Белорусский рубль,29.6491,933
CAD,2020-10-10,1,Канадский доллар,58.4967,124
CHF,2020-10-10,1,Швейцарский франк,84.2854,756
CNY,2020-10-10,1,Китайский юань,11.4728,156
CZK,2020-10-10,10,Чешских крон,33.4593,203
DKK,2020-10-10,1,Датская крона,12.2048,208
EUR,2020-10-10,1,Евро,90.7163,978
GBP,2020-10-10,1,Фунт стерлингов Соединенного королевства,99.7056,826
HKD,2020-10-10,10,Гонконгских долларов,99.3902,344
HUF,2020-10-10,100,Венгерских форинтов,25.4656,348
INR,2020-10-10,10,Индийских рупий,10.5332,356
JPY,2020-10-10,100,Японских иен,72.7575,392
KGS,2020-10-10,100,Киргизских сомов,96.716,417
KRW,2020-10-10,1000,Вон Республики Корея,67.2485,410
KZT,2020-10-10,100,Казахстанских тенге,18.0209,398
MDL,2020-10-10,10,Молдавских леев,45.4915,498
NOK,2020-10-10,10,Норвежских крон,83.3731,578
PLN,2020-10-10,1,Польский злотый,20.3134,985
RON,2020-10-10,1,Румынский лей,18.6442,946
SEK,2020-10-10,10,Шведских крон,87.0338,752
SGD,2020-10-10,1,Сингапурский доллар,56.7972,702
TJS,2020-10-10,10,Таджикских сомони,74.6399,972
TMT,2020-10-10,1,Новый туркменский манат,22.0396,934
TRY,2020-10-10,10,Турецких лир,97.1171,949
UAH,2020-10-10,10,Украинских гривен,27.3005,980
USD,2020-10-10,1,Доллар США,77.0284,840
UZS,2020-10-10,10000,Узбекских сумов,74.4164,860
XDR,2020-10-10,1,СДР (специальные права заимствования),108.726,960
ZAR,2020-10-10,10,Южноафриканских рэндов,46.7726,710
AMD,2020-10-11,100,Армянских драмов,15.7073,051
AUD,2020-10-11,1,Австралийский доллар,55.3603,036
AZN,2020-10-11,1,Азербайджанский манат,45.3375,944
BGN,2020-10-11,1,Болгарский лев,46.4418,975
BRL,2020-10-11,1,Бразильский реал,13.7551,986
BYN,2020-10-11,1,Белорусский рубль,29.6491,933
CAD,2020-10-11,1,Канадский доллар,58.4967,124
CHF,2020-10-11,1,Швейцарский франк,84.2854,756
